"Sample_name"	"DNA_vs_RNA"	"Time_point"	"Metabolic_treatment"	"Replicate_number"	"kegg_ID"	"TPM"	"kegg_ID_custom_order"
"Nitrifying_Week4_Nitratereduction_rep2_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	1749.71132913608	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Sulphatereduction_rep1_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	4653.97823714678	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week4_Sulphatereduction_rep2_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	944.502844478918	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Aerobic_rep1_RNA"	"RNA"	"Week 8"	"Aerobic"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	10.7876463235685	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Aerobic_rep2_RNA"	"RNA"	"Week 8"	"Aerobic"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	6.21841464667327	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Aerobic_rep3_RNA"	"RNA"	"Week 8"	"Aerobic"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	2.44010359860505	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Ironreduction_rep3_RNA"	"RNA"	"Week 8"	"Iron reduction"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	29.8966875111631	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Nitratereduction_rep1_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	1339.70139622724	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Nitratereduction_rep2_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	163.614115668089	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Sulphatereduction_rep1_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"1"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	975.5212409462	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Sulphatereduction_rep2_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"2"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	422.48661893438	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Week8_Sulphatereduction_rep3_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"3"	"K00368; nitrite reductase (NO-forming)
[EC:1.7.2.1]"	576.180576732431	"K00368; nitrite reductase (NO-forming)"
"Nitrifying_Day0_rep1_DNA"	"DNA"	"Week 0"	"Inoculum"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	4.89581467668136	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Day0_rep2_DNA"	"DNA"	"Week 0"	"Inoculum"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	2.33816228572925	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Day0_rep3_DNA"	"DNA"	"Week 0"	"Inoculum"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	3.01643005244956	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Aerobic_rep1_DNA"	"DNA"	"Week 4"	"Aerobic"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	0.326912983795349	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Aerobic_rep2_DNA"	"DNA"	"Week 4"	"Aerobic"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	4.33662896646593	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Aerobic_rep3_DNA"	"DNA"	"Week 4"	"Aerobic"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	1.17136682060475	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Ironreduction_rep1_DNA"	"DNA"	"Week 4"	"Iron reduction"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	3.8135687132977	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Ironreduction_rep2_DNA"	"DNA"	"Week 4"	"Iron reduction"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	3.93438605664307	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Ironreduction_rep3_DNA"	"DNA"	"Week 4"	"Iron reduction"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	2.8695358364491	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Nitratereduction_rep1_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	2.99762937490523	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Nitratereduction_rep2_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	4.18991276763342	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Sulphatereduction_rep1_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	3.68333947280549	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Sulphatereduction_rep2_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	4.87748319479741	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Sulphatereduction_rep3_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	2.68965699705562	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Aerobic_rep1_DNA"	"DNA"	"Week 8"	"Aerobic"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	0.113406958744617	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Aerobic_rep2_DNA"	"DNA"	"Week 8"	"Aerobic"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	0.0591042045430345	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Aerobic_rep3_DNA"	"DNA"	"Week 8"	"Aerobic"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	1.21210081886585	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Ironreduction_rep1_DNA"	"DNA"	"Week 8"	"Iron reduction"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	2.60121842469892	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Ironreduction_rep2_DNA"	"DNA"	"Week 8"	"Iron reduction"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	2.00024642814494	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Ironreduction_rep3_DNA"	"DNA"	"Week 8"	"Iron reduction"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	3.19055920347621	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Nitratereduction_rep1_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	3.20932533855677	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Nitratereduction_rep2_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	2.36305983394048	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Nitratereduction_rep3_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	2.53497307343249	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Sulphatereduction_rep1_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	2.80462840880895	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Sulphatereduction_rep2_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	3.38960043826157	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Sulphatereduction_rep3_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	4.71939771495671	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Day0_rep1_RNA"	"RNA"	"Week 0"	"Inoculum"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	2.15956329884862	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Day0_rep2_RNA"	"RNA"	"Week 0"	"Inoculum"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	3.44013842683561	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Day0_rep3_RNA"	"RNA"	"Week 0"	"Inoculum"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	1.33572366813709	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Aerobic_rep1_RNA"	"RNA"	"Week 4"	"Aerobic"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	3.49740575533558	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Aerobic_rep2_RNA"	"RNA"	"Week 4"	"Aerobic"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	0.491489662835365	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Aerobic_rep3_RNA"	"RNA"	"Week 4"	"Aerobic"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	1.58375138559911	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Ironreduction_rep1_RNA"	"RNA"	"Week 4"	"Iron reduction"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	0.634176268965512	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Ironreduction_rep2_RNA"	"RNA"	"Week 4"	"Iron reduction"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	88.4840614937253	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Ironreduction_rep3_RNA"	"RNA"	"Week 4"	"Iron reduction"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	2.94338955191134	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Nitratereduction_rep1_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	19.8387503658183	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Nitratereduction_rep2_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	86.2272851822739	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Sulphatereduction_rep1_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	78.4986288200619	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week4_Sulphatereduction_rep2_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	18.1033402062813	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Aerobic_rep1_RNA"	"RNA"	"Week 8"	"Aerobic"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	0	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Aerobic_rep2_RNA"	"RNA"	"Week 8"	"Aerobic"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	0	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Aerobic_rep3_RNA"	"RNA"	"Week 8"	"Aerobic"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	0	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Ironreduction_rep3_RNA"	"RNA"	"Week 8"	"Iron reduction"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	0.208701080522174	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Nitratereduction_rep1_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	12.1964501150741	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Nitratereduction_rep2_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	7.20757860475578	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Sulphatereduction_rep1_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"1"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	36.7121720287714	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Sulphatereduction_rep2_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"2"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	18.5920609116368	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Week8_Sulphatereduction_rep3_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"3"	"K15864; nitrite reductase (NO-forming) /
hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]"	10.8408359743718	"K15864; nitrite reductase (NO-forming)/hydroxylamine reductase"
"Nitrifying_Day0_rep1_DNA"	"DNA"	"Week 0"	"Inoculum"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	2.27243090583063	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Day0_rep2_DNA"	"DNA"	"Week 0"	"Inoculum"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	1.3232260112213	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Day0_rep3_DNA"	"DNA"	"Week 0"	"Inoculum"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	3.40371563727258	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Aerobic_rep1_DNA"	"DNA"	"Week 4"	"Aerobic"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	0	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Aerobic_rep2_DNA"	"DNA"	"Week 4"	"Aerobic"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	1.01389227967515	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Aerobic_rep3_DNA"	"DNA"	"Week 4"	"Aerobic"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	1.34665014527478	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Ironreduction_rep1_DNA"	"DNA"	"Week 4"	"Iron reduction"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	2.85379017588402	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Ironreduction_rep2_DNA"	"DNA"	"Week 4"	"Iron reduction"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	15.8629884196826	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Ironreduction_rep3_DNA"	"DNA"	"Week 4"	"Iron reduction"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	4.9453563199064	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Nitratereduction_rep1_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	54.8136103993043	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Nitratereduction_rep2_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	27.5087327106622	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Sulphatereduction_rep1_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	28.724336015336	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Sulphatereduction_rep2_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	42.6280123754583	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Sulphatereduction_rep3_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	73.1949883035072	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Aerobic_rep1_DNA"	"DNA"	"Week 8"	"Aerobic"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	0.357692014066767	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Aerobic_rep2_DNA"	"DNA"	"Week 8"	"Aerobic"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	0.477629372239215	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Aerobic_rep3_DNA"	"DNA"	"Week 8"	"Aerobic"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	3.58403237466512	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Ironreduction_rep1_DNA"	"DNA"	"Week 8"	"Iron reduction"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	0.62595165281625	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Ironreduction_rep2_DNA"	"DNA"	"Week 8"	"Iron reduction"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	0.95303704249849	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Ironreduction_rep3_DNA"	"DNA"	"Week 8"	"Iron reduction"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	3.52899137350227	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Nitratereduction_rep1_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	60.5866458856235	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Nitratereduction_rep2_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	59.4927290348085	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Nitratereduction_rep3_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	31.0041507512201	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Sulphatereduction_rep1_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	24.2698772748589	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Sulphatereduction_rep2_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	18.7190189768571	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Sulphatereduction_rep3_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	36.2241662740214	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Day0_rep1_RNA"	"RNA"	"Week 0"	"Inoculum"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	1.64117331231839	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Day0_rep2_RNA"	"RNA"	"Week 0"	"Inoculum"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	2.16147670711126	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Day0_rep3_RNA"	"RNA"	"Week 0"	"Inoculum"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	1.79736851484412	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Aerobic_rep1_RNA"	"RNA"	"Week 4"	"Aerobic"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	0	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Aerobic_rep2_RNA"	"RNA"	"Week 4"	"Aerobic"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	0	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Aerobic_rep3_RNA"	"RNA"	"Week 4"	"Aerobic"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	0.843190170683476	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Ironreduction_rep1_RNA"	"RNA"	"Week 4"	"Iron reduction"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	0.431864667102426	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Ironreduction_rep2_RNA"	"RNA"	"Week 4"	"Iron reduction"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	261.44709679084	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Ironreduction_rep3_RNA"	"RNA"	"Week 4"	"Iron reduction"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	7.34760743359954	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Nitratereduction_rep1_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	187.658383562383	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Nitratereduction_rep2_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	224.327808757414	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Sulphatereduction_rep1_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	15.3331145224557	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week4_Sulphatereduction_rep2_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	101.28697923201	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Aerobic_rep1_RNA"	"RNA"	"Week 8"	"Aerobic"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	0	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Aerobic_rep2_RNA"	"RNA"	"Week 8"	"Aerobic"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	0	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Aerobic_rep3_RNA"	"RNA"	"Week 8"	"Aerobic"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	0.0676403228966894	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Ironreduction_rep3_RNA"	"RNA"	"Week 8"	"Iron reduction"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	4.78600222250097	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Nitratereduction_rep1_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	258.715494091223	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Nitratereduction_rep2_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	28.6429744310105	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Sulphatereduction_rep1_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"1"	"K15876; cytochrome c nitrite reductase small
subunit"	3.84109079581899	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Sulphatereduction_rep2_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"2"	"K15876; cytochrome c nitrite reductase small
subunit"	56.2021480275003	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Week8_Sulphatereduction_rep3_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"3"	"K15876; cytochrome c nitrite reductase small
subunit"	38.4265939768503	"K15876; cytochrome c nitrite reductase small subunit"
"Nitrifying_Day0_rep1_DNA"	"DNA"	"Week 0"	"Inoculum"	"1"	"K03385; nitrite reductase (cytochrome c-552)
[EC:1.7.2.2]"	2.21695112785828	"K03385; nitrite reductase (cytochrome c-552)"
