"Sample_name"	"DNA_vs_RNA"	"Time_point"	"Metabolic_treatment"	"Replicate_number"	"kegg_ID"	"TPM"	"kegg_ID_custom_order"
"Nitrifying_Week8_Aerobic_rep1_DNA"	"DNA"	"Week 8"	"Aerobic"	"1"	"K10946; methane/ammonia monooxygenase subunit C"	339.978924991625	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Aerobic_rep2_DNA"	"DNA"	"Week 8"	"Aerobic"	"2"	"K10946; methane/ammonia monooxygenase subunit C"	365.998498315061	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Aerobic_rep3_DNA"	"DNA"	"Week 8"	"Aerobic"	"3"	"K10946; methane/ammonia monooxygenase subunit C"	278.738704624977	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Ironreduction_rep1_DNA"	"DNA"	"Week 8"	"Iron reduction"	"1"	"K10946; methane/ammonia monooxygenase subunit C"	1674.0930817998	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Ironreduction_rep2_DNA"	"DNA"	"Week 8"	"Iron reduction"	"2"	"K10946; methane/ammonia monooxygenase subunit C"	1659.17383583896	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Ironreduction_rep3_DNA"	"DNA"	"Week 8"	"Iron reduction"	"3"	"K10946; methane/ammonia monooxygenase subunit C"	1973.19090105717	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Nitratereduction_rep1_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"1"	"K10946; methane/ammonia monooxygenase subunit C"	890.419530051451	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Nitratereduction_rep2_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"2"	"K10946; methane/ammonia monooxygenase subunit C"	879.92571017381	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Nitratereduction_rep3_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"3"	"K10946; methane/ammonia monooxygenase subunit C"	1438.5553511591	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Sulphatereduction_rep1_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"1"	"K10946; methane/ammonia monooxygenase subunit C"	1624.5179853173	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Sulphatereduction_rep2_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"2"	"K10946; methane/ammonia monooxygenase subunit C"	1759.07122733272	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Sulphatereduction_rep3_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"3"	"K10946; methane/ammonia monooxygenase subunit C"	1271.57690467421	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Day0_rep1_RNA"	"RNA"	"Week 0"	"Inoculum"	"1"	"K10946; methane/ammonia monooxygenase subunit C"	22289.2318017497	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Day0_rep2_RNA"	"RNA"	"Week 0"	"Inoculum"	"2"	"K10946; methane/ammonia monooxygenase subunit C"	27712.0940156283	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Day0_rep3_RNA"	"RNA"	"Week 0"	"Inoculum"	"3"	"K10946; methane/ammonia monooxygenase subunit C"	23382.4275146801	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week4_Aerobic_rep1_RNA"	"RNA"	"Week 4"	"Aerobic"	"1"	"K10946; methane/ammonia monooxygenase subunit C"	80.880024728678	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week4_Aerobic_rep2_RNA"	"RNA"	"Week 4"	"Aerobic"	"2"	"K10946; methane/ammonia monooxygenase subunit C"	1156.9776626785	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week4_Aerobic_rep3_RNA"	"RNA"	"Week 4"	"Aerobic"	"3"	"K10946; methane/ammonia monooxygenase subunit C"	1185.01212487464	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week4_Ironreduction_rep1_RNA"	"RNA"	"Week 4"	"Iron reduction"	"1"	"K10946; methane/ammonia monooxygenase subunit C"	1659.67498856213	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week4_Ironreduction_rep2_RNA"	"RNA"	"Week 4"	"Iron reduction"	"2"	"K10946; methane/ammonia monooxygenase subunit C"	324.857803417478	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week4_Ironreduction_rep3_RNA"	"RNA"	"Week 4"	"Iron reduction"	"3"	"K10946; methane/ammonia monooxygenase subunit C"	4994.1262785683	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week4_Nitratereduction_rep1_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"1"	"K10946; methane/ammonia monooxygenase subunit C"	3448.52674768473	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week4_Nitratereduction_rep2_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"2"	"K10946; methane/ammonia monooxygenase subunit C"	256.33235445502	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week4_Sulphatereduction_rep1_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"1"	"K10946; methane/ammonia monooxygenase subunit C"	464.769883671744	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week4_Sulphatereduction_rep2_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"2"	"K10946; methane/ammonia monooxygenase subunit C"	3720.49076542835	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Aerobic_rep1_RNA"	"RNA"	"Week 8"	"Aerobic"	"1"	"K10946; methane/ammonia monooxygenase subunit C"	344.513172787083	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Aerobic_rep2_RNA"	"RNA"	"Week 8"	"Aerobic"	"2"	"K10946; methane/ammonia monooxygenase subunit C"	288.387005493701	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Aerobic_rep3_RNA"	"RNA"	"Week 8"	"Aerobic"	"3"	"K10946; methane/ammonia monooxygenase subunit C"	212.339616932916	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Ironreduction_rep3_RNA"	"RNA"	"Week 8"	"Iron reduction"	"3"	"K10946; methane/ammonia monooxygenase subunit C"	2478.37117558042	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Nitratereduction_rep1_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"1"	"K10946; methane/ammonia monooxygenase subunit C"	3721.82239484106	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Nitratereduction_rep2_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"2"	"K10946; methane/ammonia monooxygenase subunit C"	974.052302690403	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Sulphatereduction_rep1_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"1"	"K10946; methane/ammonia monooxygenase subunit C"	125.06918532531	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Sulphatereduction_rep2_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"2"	"K10946; methane/ammonia monooxygenase subunit C"	942.419780845888	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Week8_Sulphatereduction_rep3_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"3"	"K10946; methane/ammonia monooxygenase subunit C"	1275.68208587824	"K10946; methane/ammonia monooxygenase subunit C"
"Nitrifying_Day0_rep1_DNA"	"DNA"	"Week 0"	"Inoculum"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	773.85516525474	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Day0_rep2_DNA"	"DNA"	"Week 0"	"Inoculum"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	765.197393590087	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Day0_rep3_DNA"	"DNA"	"Week 0"	"Inoculum"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	852.669554075555	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Aerobic_rep1_DNA"	"DNA"	"Week 4"	"Aerobic"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	31.3755542610996	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Aerobic_rep2_DNA"	"DNA"	"Week 4"	"Aerobic"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	218.170044400401	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Aerobic_rep3_DNA"	"DNA"	"Week 4"	"Aerobic"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	55.2383416999922	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Ironreduction_rep1_DNA"	"DNA"	"Week 4"	"Iron reduction"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	680.555570583408	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Ironreduction_rep2_DNA"	"DNA"	"Week 4"	"Iron reduction"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	579.634667601597	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Ironreduction_rep3_DNA"	"DNA"	"Week 4"	"Iron reduction"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	832.298928411987	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Nitratereduction_rep1_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	298.500282265458	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Nitratereduction_rep2_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	414.995564234644	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Sulphatereduction_rep1_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	512.176666215491	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Sulphatereduction_rep2_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	439.610027922983	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Sulphatereduction_rep3_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	320.021652365876	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Aerobic_rep1_DNA"	"DNA"	"Week 8"	"Aerobic"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	115.518880450277	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Aerobic_rep2_DNA"	"DNA"	"Week 8"	"Aerobic"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	116.264513913269	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Aerobic_rep3_DNA"	"DNA"	"Week 8"	"Aerobic"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	96.2568311730427	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Ironreduction_rep1_DNA"	"DNA"	"Week 8"	"Iron reduction"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	569.666776502761	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Ironreduction_rep2_DNA"	"DNA"	"Week 8"	"Iron reduction"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	601.940825109749	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Ironreduction_rep3_DNA"	"DNA"	"Week 8"	"Iron reduction"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	716.168241980178	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Nitratereduction_rep1_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	336.30978865117	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Nitratereduction_rep2_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	305.001114772538	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Nitratereduction_rep3_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	476.198725218492	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Sulphatereduction_rep1_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	567.790953299684	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Sulphatereduction_rep2_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	684.53300018075	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Sulphatereduction_rep3_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	493.830314255084	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Day0_rep1_RNA"	"RNA"	"Week 0"	"Inoculum"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	766.258837224186	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Day0_rep2_RNA"	"RNA"	"Week 0"	"Inoculum"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	1621.57251926352	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Day0_rep3_RNA"	"RNA"	"Week 0"	"Inoculum"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	835.107139827922	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Aerobic_rep1_RNA"	"RNA"	"Week 4"	"Aerobic"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	12.2410748140157	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Aerobic_rep2_RNA"	"RNA"	"Week 4"	"Aerobic"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	85.141850826345	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Aerobic_rep3_RNA"	"RNA"	"Week 4"	"Aerobic"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	155.681595974687	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Ironreduction_rep1_RNA"	"RNA"	"Week 4"	"Iron reduction"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	10.1274906964076	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Ironreduction_rep2_RNA"	"RNA"	"Week 4"	"Iron reduction"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	4.22262919637946	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Ironreduction_rep3_RNA"	"RNA"	"Week 4"	"Iron reduction"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	36.4441614161371	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Nitratereduction_rep1_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	15.1697881187447	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Nitratereduction_rep2_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	1.26062799401383	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Sulphatereduction_rep1_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	5.9856979467981	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week4_Sulphatereduction_rep2_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	18.810778024796	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Aerobic_rep1_RNA"	"RNA"	"Week 8"	"Aerobic"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	3.35075323139778	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Aerobic_rep2_RNA"	"RNA"	"Week 8"	"Aerobic"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	6.66590956801651	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Aerobic_rep3_RNA"	"RNA"	"Week 8"	"Aerobic"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	3.09377613249062	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Ironreduction_rep3_RNA"	"RNA"	"Week 8"	"Iron reduction"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	19.3817750260576	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Nitratereduction_rep1_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	23.3038143134713	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Nitratereduction_rep2_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	67.2445379522889	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Sulphatereduction_rep1_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"1"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	2.48211691314861	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Sulphatereduction_rep2_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"2"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	8.89912099473226	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Week8_Sulphatereduction_rep3_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"3"	"K10535; hydroxylamine dehydrogenase [EC:1.7.2.6]"	5.29920549046459	"K10535; hydroxylamine dehydrogenase"
"Nitrifying_Day0_rep1_DNA"	"DNA"	"Week 0"	"Inoculum"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	86.502735784237	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Day0_rep2_DNA"	"DNA"	"Week 0"	"Inoculum"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	86.8519908691653	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Day0_rep3_DNA"	"DNA"	"Week 0"	"Inoculum"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	76.3960305422344	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Aerobic_rep1_DNA"	"DNA"	"Week 4"	"Aerobic"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	169.002362188089	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Aerobic_rep2_DNA"	"DNA"	"Week 4"	"Aerobic"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	143.028939284971	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Aerobic_rep3_DNA"	"DNA"	"Week 4"	"Aerobic"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	82.8045166648158	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Ironreduction_rep1_DNA"	"DNA"	"Week 4"	"Iron reduction"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	80.3363039363642	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Ironreduction_rep2_DNA"	"DNA"	"Week 4"	"Iron reduction"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	91.2685071120286	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Ironreduction_rep3_DNA"	"DNA"	"Week 4"	"Iron reduction"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	78.680257272219	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Nitratereduction_rep1_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	147.614844246431	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Nitratereduction_rep2_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	114.068154212208	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Sulphatereduction_rep1_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	92.6864823401851	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Sulphatereduction_rep2_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	133.383844048204	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Sulphatereduction_rep3_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	128.626198356828	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Aerobic_rep1_DNA"	"DNA"	"Week 8"	"Aerobic"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	71.889548582584	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Aerobic_rep2_DNA"	"DNA"	"Week 8"	"Aerobic"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	62.822204899093	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Aerobic_rep3_DNA"	"DNA"	"Week 8"	"Aerobic"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	52.0905678413882	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Ironreduction_rep1_DNA"	"DNA"	"Week 8"	"Iron reduction"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	91.36795947879	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Ironreduction_rep2_DNA"	"DNA"	"Week 8"	"Iron reduction"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	90.2796365725616	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Ironreduction_rep3_DNA"	"DNA"	"Week 8"	"Iron reduction"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	82.0835306265893	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Nitratereduction_rep1_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	137.020224494634	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Nitratereduction_rep2_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	137.008446938796	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Nitratereduction_rep3_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	65.2614674322539	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Sulphatereduction_rep1_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	97.4601604813375	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Sulphatereduction_rep2_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	80.9403517158524	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week8_Sulphatereduction_rep3_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	101.317993050645	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Day0_rep1_RNA"	"RNA"	"Week 0"	"Inoculum"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	941.268984439945	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Day0_rep2_RNA"	"RNA"	"Week 0"	"Inoculum"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	1367.78694511675	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Day0_rep3_RNA"	"RNA"	"Week 0"	"Inoculum"	"3"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	973.668050089345	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Aerobic_rep1_RNA"	"RNA"	"Week 4"	"Aerobic"	"1"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	34.2469685733679	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
"Nitrifying_Week4_Aerobic_rep2_RNA"	"RNA"	"Week 4"	"Aerobic"	"2"	"K00371; nitrate reductase / nitrite
oxidoreductase, beta subunit [EC:1.7.5.1
1.7.99.-]"	6.1516626630869	"K00371; nitrate reductase/nitrite oxidoreductase, beta subunit"
